date,product_category,product_name,units_sold,units_returned,price,discount_percentage,revenue,platform,location
2020-03-04,Sleep Aids,ImmunoPro,16.0,2.0,12.5,0.0,0.0,Mobile App,Los Angeles
2020-01-15,Immunity Boosters,SlimFast,11.0,1.0,12.5,20.0,0.0,Mobile App,New York
2020-04-22,Immunity Boosters,SuperVita,8.0,1.0,12.5,0.0,100.0,Online,New York
2020-02-05,Sleep Aids,ImmunoPro,21.0,1.0,12.5,20.0,0.0,Mobile App,New York
2020-12-23,Protein,MuscleMax,48.0,0.0,9.99,50.0,239.76,Online,New York
2020-06-24,Protein,SuperVita,30.0,1.0,9.99,20.0,239.76,Mobile App,New York
2020-11-04,Sleep Aids,SlimFast,0.0,1.0,12.5,0.0,0.0,Instore,Los Angeles
2020-01-08,Protein,SuperVita,14.0,1.0,12.5,25.0,131.25,Instore,Houston
2020-02-05,Weight Loss,PowerFuel,31.0,0.0,10.99,10.0,306.621,Instore,Chicago
2020-08-05,Weight Loss,SlimFast,13.0,1.0,9.99,0.0,129.87,Mobile App,New York
2020-02-12,Sleep Aids,SlimFast,27.0,1.0,12.5,20.0,0.0,Mobile App,Phoenix
2020-01-15,Weight Loss,SuperVita,0.0,1.0,10.99,25.0,0.0,Mobile App,New York
2020-02-09,Sleep Aids,SlimFast,11.0,1.0,12.5,20.0,0.0,Mobile App,Chicago
2020-11-04,Protein,ImmunoPro,0.0,1.0,15.0,25.0,0.0,Instore,Houston
2020-09-16,Energy Drinks,SuperVita,9.0,1.0,9.99,0.0,89.91,Instore,New York
2020-12-16,Protein,SlimFast,0.0,1.0,12.5,10.0,0.0,Instore,Chicago
2020-09-23,Weight Loss,SuperVita,11.0,1.0,12.5,0.0,0.0,Online,New York
2020-04-22,Protein,PowerFuel,0.0,0.0,15.0,25.0,0.0,Online,Houston
2020-02-19,Weight Loss,ImmunoPro,22.0,0.0,12.5,20.0,0.0,Instore,Los Angeles
2020-11-11,Weight Loss,SuperVita,11.0,0.0,12.5,50.0,0.0,Online,New York
2020-08-12,Sleep Aids,MuscleMax,14.0,1.0,15.0,105.0,-10.5,Online,Chicago
2020-11-18,Protein,DreamRest,0.0,0.0,12.5,25.0,0.0,Online,New York
2020-04-15,Weight Loss,DreamRest,0.0,0.0,15.0,20.0,0.0,Instore,Los Angeles
2020-06-10,Protein,PowerFuel,49.0,1.0,12.5,0.0,612.5,Online,Los Angeles
2020-07-01,Immunity Boosters,DreamRest,2.0,1.0,10.99,105.0,-1.099,Mobile App,Los Angeles
2020-02-05,Weight Loss,PowerFuel,11.0,1.0,10.99,20.0,0.0,Instore,Chicago
2020-09-09,Sleep Aids,ImmunoPro,27.0,1.0,15.0,105.0,-20.25,Instore,New York
2020-03-06,Energy Drinks,PowerFuel,45.0,1.0,12.5,50.0,281.25,Mobile App,Chicago
2020-11-04,Sleep Aids,SlimFast,0.0,2.0,10.99,0.0,0.0,Mobile App,New York
2020-06-17,Sleep Aids,PowerFuel,34.0,1.0,10.99,50.0,186.83,Mobile App,Phoenix
2020-08-19,Sleep Aids,PowerFuel,11.0,1.0,12.5,20.0,0.0,Instore,Phoenix
2020-11-18,Immunity Boosters,MuscleMax,11.0,2.0,15.0,20.0,0.0,Mobile App,New York
2020-02-19,Sleep Aids,MuscleMax,29.0,1.0,10.99,25.0,239.0325,Mobile App,Houston
2020-12-23,Immunity Boosters,SlimFast,23.0,2.0,12.5,20.0,0.0,Instore,Los Angeles
2020-08-19,Vitamins,DreamRest,0.0,2.0,9.99,0.0,0.0,Instore,Los Angeles
2020-01-07,Vitamins,SlimFast,9.0,1.0,9.99,0.0,89.91,Mobile App,Los Angeles
2020-09-16,Weight Loss,ImmunoPro,38.0,1.0,9.99,105.0,-18.98099999999999,Online,Los Angeles
2020-03-11,Protein,SuperVita,46.0,1.0,12.5,20.0,0.0,Mobile App,Los Angeles
2020-11-04,Weight Loss,SuperVita,0.0,1.0,15.0,0.0,0.0,Mobile App,Los Angeles
2020-02-19,Immunity Boosters,ImmunoPro,0.0,0.0,15.0,20.0,0.0,Mobile App,Phoenix
2020-05-06,Protein,PowerFuel,38.0,0.0,15.0,20.0,456.0,Instore,Chicago
2020-11-25,Vitamins,DreamRest,0.0,1.0,9.99,50.0,0.0,Mobile App,Chicago
2020-05-27,Weight Loss,PowerFuel,11.0,1.0,9.99,20.0,0.0,Online,Chicago
2020-03-04,Energy Drinks,MuscleMax,40.0,1.0,12.5,25.0,375.0,Mobile App,New York
2020-10-21,Sleep Aids,ImmunoPro,0.0,1.0,10.99,50.0,0.0,Instore,Phoenix
2020-09-02,Sleep Aids,MuscleMax,11.0,1.0,12.5,10.0,0.0,Online,New York
2020-02-19,Immunity Boosters,PowerFuel,2.0,1.0,12.5,0.0,25.0,Instore,Chicago
2020-02-05,Immunity Boosters,DreamRest,0.0,1.0,10.99,20.0,0.0,Online,Chicago
2020-01-07,Immunity Boosters,DreamRest,25.0,0.0,10.99,0.0,274.75,Mobile App,Chicago
2020-05-06,Energy Drinks,MuscleMax,10.0,1.0,12.5,0.0,125.0,Mobile App,New York
2020-03-18,Vitamins,ImmunoPro,0.0,2.0,12.5,25.0,0.0,Mobile App,Phoenix
2020-06-17,Vitamins,SuperVita,11.0,1.0,12.5,10.0,0.0,Online,Los Angeles
2020-02-19,Energy Drinks,SuperVita,36.0,0.0,9.99,0.0,359.64,Online,Houston
2020-01-08,Immunity Boosters,MuscleMax,11.0,2.0,12.5,25.0,0.0,Online,Los Angeles
2020-10-07,Protein,DreamRest,11.0,1.0,12.5,25.0,0.0,Mobile App,Chicago
2020-01-15,Weight Loss,ImmunoPro,0.0,0.0,10.99,25.0,0.0,Mobile App,Phoenix
2020-10-28,Energy Drinks,SlimFast,38.0,0.0,12.5,105.0,-23.75,Mobile App,Los Angeles
2020-05-13,Sleep Aids,MuscleMax,9.0,1.0,12.5,50.0,56.25,Mobile App,New York
2020-10-28,Sleep Aids,ImmunoPro,49.0,2.0,12.5,105.0,-30.625,Mobile App,New York
2020-04-01,Immunity Boosters,DreamRest,11.0,0.0,12.5,25.0,0.0,Online,New York
2020-10-28,Immunity Boosters,SuperVita,49.0,1.0,10.99,0.0,538.51,Instore,Los Angeles
2020-08-26,Sleep Aids,SuperVita,11.0,2.0,9.99,20.0,0.0,Mobile App,New York
2020-06-17,Sleep Aids,SuperVita,8.0,2.0,12.5,25.0,75.0,Online,Houston
2020-11-25,Energy Drinks,DreamRest,11.0,1.0,15.0,20.0,0.0,Instore,Houston
2020-04-08,Energy Drinks,SuperVita,18.0,1.0,12.5,0.0,225.0,Instore,Los Angeles
2020-02-19,Immunity Boosters,SuperVita,11.0,1.0,12.5,50.0,0.0,Instore,Los Angeles
2020-09-16,Vitamins,PowerFuel,0.0,1.0,15.0,10.0,0.0,Instore,New York
2020-11-04,Immunity Boosters,ImmunoPro,44.0,0.0,9.99,105.0,-21.97800000000001,Instore,New York
2020-05-20,Weight Loss,ImmunoPro,8.0,1.0,15.0,50.0,60.0,Online,Houston
2020-01-22,Weight Loss,SuperVita,0.0,1.0,12.5,20.0,0.0,Online,New York
2020-11-25,Sleep Aids,SlimFast,0.0,1.0,12.5,20.0,0.0,Mobile App,Los Angeles
2020-10-07,Vitamins,SuperVita,11.0,1.0,15.0,20.0,0.0,Mobile App,Houston
2020-02-12,Energy Drinks,SuperVita,11.0,0.0,12.5,50.0,0.0,Online,Los Angeles
2020-10-07,Vitamins,MuscleMax,11.0,1.0,15.0,20.0,0.0,Instore,Los Angeles
2020-12-16,Weight Loss,SuperVita,20.0,0.0,10.99,105.0,-10.99000000000001,Online,New York
2020-05-06,Weight Loss,MuscleMax,40.0,1.0,12.5,20.0,0.0,Instore,New York
2020-07-22,Weight Loss,MuscleMax,11.0,1.0,12.5,20.0,0.0,Mobile App,Houston
2020-02-12,Immunity Boosters,MuscleMax,11.0,1.0,12.5,20.0,0.0,Mobile App,Phoenix
2020-06-03,Sleep Aids,SuperVita,0.0,1.0,10.99,0.0,0.0,Instore,Phoenix
2020-09-16,Sleep Aids,DreamRest,0.0,1.0,9.99,20.0,0.0,Mobile App,New York
2020-05-06,Vitamins,PowerFuel,11.0,1.0,12.5,20.0,0.0,Online,Los Angeles
2020-06-03,Protein,SlimFast,5.0,1.0,9.99,105.0,-2.497500000000002,Instore,Chicago
2020-09-23,Immunity Boosters,DreamRest,40.0,1.0,15.0,10.0,540.0,Online,Chicago
2020-12-16,Weight Loss,SlimFast,0.0,1.0,9.99,50.0,0.0,Instore,Houston
2020-07-29,Energy Drinks,SlimFast,14.0,1.0,10.99,20.0,123.088,Online,Los Angeles
2020-03-06,Vitamins,PowerFuel,19.0,1.0,12.5,20.0,0.0,Mobile App,New York
2020-01-08,Energy Drinks,PowerFuel,15.0,1.0,15.0,0.0,225.0,Mobile App,Houston
2020-03-18,Protein,ImmunoPro,11.0,1.0,9.99,20.0,0.0,Online,New York
2020-04-01,Protein,DreamRest,11.0,1.0,12.5,25.0,0.0,Instore,Los Angeles
2020-02-19,Protein,SlimFast,13.0,2.0,15.0,50.0,97.5,Online,Houston
2020-01-15,Immunity Boosters,SlimFast,35.0,1.0,15.0,10.0,472.5,Online,Phoenix
2020-02-26,Immunity Boosters,SuperVita,11.0,1.0,12.5,0.0,0.0,Instore,Los Angeles
2020-12-02,Immunity Boosters,DreamRest,32.0,1.0,15.0,105.0,-24.0,Mobile App,Chicago
2020-11-11,Weight Loss,ImmunoPro,38.0,1.0,10.99,10.0,375.858,Instore,Houston
2020-07-15,Weight Loss,SlimFast,20.0,1.0,12.5,10.0,0.0,Mobile App,Phoenix
2020-02-09,Vitamins,ImmunoPro,29.0,1.0,12.5,0.0,0.0,Online,New York
2020-07-08,Weight Loss,SlimFast,24.0,2.0,15.0,25.0,270.0,Online,Chicago
2020-07-15,Sleep Aids,MuscleMax,11.0,2.0,12.5,50.0,0.0,Mobile App,Los Angeles
2020-12-16,Protein,MuscleMax,0.0,2.0,10.99,50.0,0.0,Instore,New York
2020-03-25,Energy Drinks,ImmunoPro,48.0,1.0,12.5,10.0,0.0,Instore,Phoenix
2020-01-01,Energy Drinks,DreamRest,26.0,1.0,10.99,25.0,214.305,Instore,Chicago
2020-06-24,Sleep Aids,SlimFast,11.0,1.0,12.5,20.0,0.0,Mobile App,Chicago
2020-11-18,Energy Drinks,MuscleMax,0.0,1.0,9.99,10.0,0.0,Online,Chicago
2020-02-09,Protein,PowerFuel,0.0,1.0,15.0,20.0,0.0,Instore,Los Angeles
2020-07-08,Weight Loss,ImmunoPro,0.0,1.0,10.99,10.0,0.0,Instore,New York
2020-09-09,Immunity Boosters,SlimFast,0.0,1.0,10.99,50.0,0.0,Online,Houston
2020-07-29,Immunity Boosters,SuperVita,41.0,0.0,12.5,0.0,512.5,Instore,Chicago
2020-01-15,Immunity Boosters,SuperVita,0.0,1.0,10.99,25.0,0.0,Mobile App,Houston
2020-04-08,Immunity Boosters,MuscleMax,11.0,2.0,12.5,0.0,0.0,Instore,New York
2020-07-01,Vitamins,PowerFuel,35.0,1.0,10.99,25.0,288.4875,Instore,Chicago
2020-04-01,Sleep Aids,SuperVita,11.0,1.0,12.5,50.0,68.75,Instore,Chicago
2020-04-29,Protein,SuperVita,5.0,1.0,12.5,50.0,31.25,Mobile App,Chicago
2020-07-22,Vitamins,MuscleMax,19.0,2.0,15.0,25.0,213.75,Mobile App,Chicago
2020-07-01,Immunity Boosters,SlimFast,30.0,1.0,12.5,0.0,0.0,Online,New York
2020-04-15,Protein,ImmunoPro,41.0,0.0,12.5,25.0,384.375,Online,Los Angeles
2020-10-06,Vitamins,DreamRest,27.0,1.0,15.0,10.0,364.5,Mobile App,New York
2020-07-22,Sleep Aids,SuperVita,25.0,1.0,12.5,25.0,234.375,Online,New York
2020-04-22,Protein,DreamRest,43.0,1.0,9.99,0.0,429.57,Online,Houston
2020-11-11,Protein,SuperVita,0.0,1.0,10.99,50.0,0.0,Online,Chicago
2020-05-06,Sleep Aids,SlimFast,0.0,0.0,15.0,10.0,0.0,Online,New York
2020-03-18,Vitamins,SlimFast,0.0,1.0,10.99,25.0,0.0,Instore,Phoenix
2020-07-15,Vitamins,SuperVita,50.0,1.0,12.5,20.0,500.0,Instore,Houston
2020-05-02,Vitamins,SuperVita,0.0,0.0,12.5,0.0,0.0,Instore,Chicago
2020-11-18,Weight Loss,MuscleMax,21.0,1.0,12.5,50.0,131.25,Instore,Los Angeles
2020-07-08,Protein,MuscleMax,23.0,1.0,10.99,25.0,189.5775,Instore,New York
2020-01-01,Weight Loss,SlimFast,5.0,1.0,15.0,0.0,75.0,Online,Houston
2020-07-01,Immunity Boosters,SuperVita,0.0,2.0,10.99,50.0,0.0,Mobile App,Los Angeles
2020-10-28,Sleep Aids,PowerFuel,0.0,2.0,9.99,0.0,0.0,Mobile App,New York
2020-09-23,Weight Loss,SlimFast,11.0,1.0,12.5,20.0,0.0,Online,Houston
2020-01-08,Vitamins,ImmunoPro,16.0,1.0,12.5,0.0,0.0,Online,Chicago
2020-06-10,Protein,PowerFuel,11.0,0.0,12.5,20.0,0.0,Mobile App,Chicago
2020-11-25,Protein,ImmunoPro,11.0,1.0,9.99,20.0,0.0,Mobile App,New York
2020-04-08,Energy Drinks,DreamRest,11.0,1.0,10.99,20.0,0.0,Instore,Houston
2020-09-23,Immunity Boosters,DreamRest,12.0,0.0,10.99,0.0,131.88,Online,Los Angeles
2020-03-25,Protein,SlimFast,11.0,1.0,12.5,50.0,0.0,Instore,Houston
2020-12-08,Sleep Aids,SuperVita,0.0,1.0,12.5,25.0,0.0,Instore,Houston
2020-05-13,Weight Loss,SlimFast,18.0,0.0,15.0,25.0,202.5,Online,Chicago
2020-07-29,Immunity Boosters,SlimFast,11.0,1.0,10.99,20.0,0.0,Online,Los Angeles
2020-02-05,Energy Drinks,PowerFuel,0.0,2.0,9.99,25.0,0.0,Mobile App,Chicago
2020-05-06,Immunity Boosters,SuperVita,5.0,1.0,9.99,10.0,44.955,Instore,Houston
2020-01-01,Immunity Boosters,DreamRest,32.0,1.0,9.99,105.0,-15.98400000000004,Mobile App,Los Angeles
2020-08-05,Immunity Boosters,MuscleMax,0.0,0.0,9.99,50.0,0.0,Instore,Houston
2020-12-02,Energy Drinks,DreamRest,33.0,2.0,10.99,105.0,-18.13350000000003,Online,Los Angeles
2020-11-25,Weight Loss,SuperVita,0.0,1.0,15.0,50.0,0.0,Online,Chicago
2020-04-22,Immunity Boosters,PowerFuel,0.0,0.0,9.99,25.0,0.0,Instore,Los Angeles
2020-08-19,Weight Loss,PowerFuel,28.0,2.0,12.5,50.0,0.0,Instore,Los Angeles
2020-09-16,Weight Loss,MuscleMax,7.0,1.0,15.0,105.0,-5.25,Instore,Los Angeles
2020-11-04,Protein,SuperVita,0.0,0.0,9.99,50.0,0.0,Online,Phoenix
2020-11-18,Protein,DreamRest,0.0,1.0,9.99,10.0,0.0,Mobile App,Los Angeles
2020-07-15,Protein,PowerFuel,0.0,1.0,12.5,20.0,0.0,Online,Chicago
2020-10-07,Vitamins,PowerFuel,6.0,0.0,9.99,0.0,59.94,Mobile App,Los Angeles
2020-05-27,Protein,SuperVita,0.0,0.0,10.99,20.0,0.0,Online,New York
2020-02-12,Vitamins,SlimFast,39.0,1.0,9.99,0.0,389.61,Mobile App,Los Angeles
2020-05-27,Energy Drinks,DreamRest,16.0,1.0,9.99,50.0,79.92,Online,New York
2020-05-27,Vitamins,SuperVita,45.0,1.0,10.99,50.0,247.275,Online,Phoenix
2020-11-04,Protein,DreamRest,29.0,1.0,9.99,105.0,-14.4855,Instore,New York
2020-10-07,Energy Drinks,SuperVita,41.0,0.0,15.0,105.0,-30.75,Online,Houston
2020-09-23,Sleep Aids,MuscleMax,23.0,1.0,10.99,105.0,-12.63849999999999,Online,Phoenix
2020-09-23,Protein,SuperVita,9.0,0.0,15.0,0.0,135.0,Instore,Chicago
2020-03-11,Vitamins,SuperVita,0.0,1.0,12.5,10.0,0.0,Instore,Los Angeles
2020-02-12,Sleep Aids,SuperVita,11.0,1.0,15.0,10.0,148.5,Instore,Phoenix
2020-10-21,Sleep Aids,MuscleMax,0.0,1.0,9.99,0.0,0.0,Instore,New York
2020-04-08,Immunity Boosters,MuscleMax,42.0,1.0,9.99,105.0,-20.97900000000004,Instore,Los Angeles
2020-12-23,Energy Drinks,MuscleMax,0.0,0.0,10.99,20.0,0.0,Instore,Houston
2020-11-25,Immunity Boosters,DreamRest,9.0,1.0,12.5,20.0,0.0,Online,Phoenix
2020-01-22,Protein,SlimFast,28.0,2.0,12.5,50.0,175.0,Instore,Houston
2020-02-12,Immunity Boosters,SuperVita,0.0,2.0,12.5,25.0,0.0,Instore,Chicago
2020-03-04,Protein,SuperVita,39.0,2.0,12.5,20.0,0.0,Online,Phoenix
2020-11-11,Sleep Aids,SlimFast,32.0,1.0,10.99,0.0,351.68,Mobile App,Chicago
2020-11-11,Sleep Aids,SlimFast,11.0,1.0,9.99,20.0,0.0,Online,Phoenix
2020-10-21,Protein,SuperVita,36.0,2.0,9.99,105.0,-17.98200000000003,Online,New York
2020-12-02,Vitamins,ImmunoPro,0.0,1.0,9.99,0.0,0.0,Instore,New York
2020-12-02,Vitamins,ImmunoPro,0.0,1.0,12.5,25.0,0.0,Instore,Chicago
2020-05-06,Protein,SlimFast,11.0,0.0,15.0,20.0,0.0,Mobile App,Los Angeles
2020-10-28,Protein,SlimFast,0.0,0.0,10.99,20.0,0.0,Online,Chicago
2020-01-22,Immunity Boosters,DreamRest,38.0,1.0,9.99,10.0,341.658,Online,Los Angeles
2020-04-15,Energy Drinks,PowerFuel,42.0,0.0,9.99,0.0,419.58,Instore,Los Angeles
2020-04-29,Weight Loss,DreamRest,0.0,0.0,10.99,0.0,0.0,Online,Houston
2020-01-08,Immunity Boosters,SuperVita,0.0,1.0,12.5,25.0,0.0,Online,Los Angeles
2020-05-13,Vitamins,DreamRest,0.0,1.0,10.99,25.0,0.0,Mobile App,Chicago
2020-01-29,Immunity Boosters,MuscleMax,11.0,0.0,12.5,20.0,0.0,Mobile App,Chicago
2020-01-01,Energy Drinks,MuscleMax,11.0,1.0,12.5,20.0,0.0,Instore,Los Angeles
2020-09-02,Vitamins,MuscleMax,8.0,2.0,12.5,10.0,0.0,Online,New York
2020-04-15,Immunity Boosters,ImmunoPro,43.0,1.0,12.5,25.0,0.0,Instore,New York
2020-08-19,Energy Drinks,SlimFast,0.0,0.0,12.5,0.0,0.0,Instore,Chicago
2020-05-13,Protein,PowerFuel,0.0,1.0,15.0,20.0,0.0,Instore,Los Angeles
2020-01-29,Energy Drinks,SlimFast,0.0,1.0,9.99,0.0,0.0,Mobile App,Los Angeles
2020-11-04,Protein,MuscleMax,41.0,1.0,15.0,50.0,307.5,Instore,Chicago
2020-07-01,Energy Drinks,SlimFast,0.0,1.0,12.5,0.0,0.0,Mobile App,Los Angeles
2020-08-26,Immunity Boosters,SlimFast,5.0,0.0,15.0,20.0,60.0,Mobile App,Chicago
2020-12-23,Vitamins,MuscleMax,11.0,1.0,10.99,20.0,0.0,Online,Chicago
2020-08-19,Energy Drinks,SuperVita,7.0,1.0,15.0,50.0,52.5,Mobile App,Los Angeles
2020-01-22,Weight Loss,PowerFuel,23.0,1.0,12.5,10.0,0.0,Mobile App,New York
2020-10-28,Protein,PowerFuel,10.0,1.0,15.0,0.0,150.0,Instore,New York
2020-11-11,Sleep Aids,SlimFast,46.0,1.0,9.99,20.0,367.632,Online,Phoenix
2020-04-29,Immunity Boosters,SlimFast,11.0,2.0,9.99,20.0,0.0,Mobile App,Los Angeles
2020-07-10,Sleep Aids,SlimFast,0.0,1.0,10.99,0.0,0.0,Instore,Phoenix
2020-09-02,Vitamins,SlimFast,0.0,1.0,9.99,50.0,0.0,Instore,Los Angeles
2020-06-24,Protein,SuperVita,46.0,1.0,15.0,10.0,621.0,Instore,New York
2020-09-23,Protein,SlimFast,0.0,2.0,12.5,50.0,0.0,Mobile App,New York
2020-07-08,Protein,DreamRest,8.0,1.0,12.5,20.0,0.0,Online,Phoenix
2020-05-13,Energy Drinks,SlimFast,1.0,1.0,15.0,105.0,-0.75,Mobile App,New York
2020-07-22,Weight Loss,SuperVita,0.0,1.0,9.99,20.0,0.0,Mobile App,New York
2020-12-02,Sleep Aids,PowerFuel,26.0,0.0,10.99,25.0,214.305,Online,Houston
2020-02-05,Protein,SlimFast,8.0,0.0,12.5,0.0,100.0,Instore,Phoenix
2020-04-08,Energy Drinks,ImmunoPro,24.0,1.0,12.5,20.0,0.0,Mobile App,Los Angeles
2020-07-15,Weight Loss,PowerFuel,9.0,1.0,10.99,20.0,79.128,Instore,Houston
2020-02-19,Vitamins,PowerFuel,26.0,2.0,10.99,10.0,257.166,Instore,Houston
2020-07-29,Energy Drinks,MuscleMax,27.0,1.0,9.99,0.0,269.73,Instore,Chicago
2020-05-20,Weight Loss,SlimFast,0.0,0.0,10.99,10.0,0.0,Instore,New York
2020-12-08,Sleep Aids,SlimFast,4.0,1.0,12.5,20.0,0.0,Online,Los Angeles
2020-07-29,Weight Loss,MuscleMax,49.0,1.0,12.5,10.0,0.0,Instore,Chicago
2020-04-15,Vitamins,ImmunoPro,0.0,1.0,12.5,25.0,0.0,Instore,Los Angeles
2020-11-04,Immunity Boosters,PowerFuel,0.0,1.0,10.99,10.0,0.0,Online,New York
2020-04-29,Protein,SlimFast,0.0,0.0,10.99,25.0,0.0,Online,Phoenix
2020-11-04,Protein,SlimFast,22.0,1.0,10.99,50.0,120.89,Online,New York
2020-05-13,Energy Drinks,ImmunoPro,23.0,1.0,15.0,0.0,345.0,Instore,New York
2020-01-01,Sleep Aids,DreamRest,14.0,1.0,15.0,50.0,105.0,Online,Los Angeles
2020-03-18,Weight Loss,DreamRest,22.0,0.0,10.99,105.0,-12.089,Online,Chicago
2020-05-27,Energy Drinks,DreamRest,16.0,1.0,12.5,25.0,0.0,Online,Los Angeles
2020-02-26,Immunity Boosters,MuscleMax,0.0,1.0,9.99,0.0,0.0,Online,New York
2020-05-13,Protein,PowerFuel,0.0,1.0,9.99,50.0,0.0,Instore,Phoenix
2020-12-02,Immunity Boosters,DreamRest,24.0,0.0,9.99,0.0,239.76,Online,Los Angeles
2020-08-19,Immunity Boosters,SuperVita,11.0,1.0,15.0,0.0,165.0,Mobile App,New York
2020-12-16,Protein,SlimFast,11.0,1.0,9.99,20.0,0.0,Mobile App,Los Angeles
2020-09-02,Weight Loss,ImmunoPro,0.0,0.0,12.5,50.0,0.0,Instore,New York
2020-12-16,Immunity Boosters,ImmunoPro,0.0,2.0,15.0,50.0,0.0,Online,Chicago
2020-08-04,Protein,ImmunoPro,0.0,2.0,12.5,20.0,0.0,Online,Houston
2020-04-01,Vitamins,DreamRest,41.0,2.0,10.99,105.0,-22.52950000000004,Mobile App,Phoenix
2020-11-18,Immunity Boosters,ImmunoPro,0.0,0.0,15.0,10.0,0.0,Instore,Phoenix
2020-03-18,Vitamins,MuscleMax,47.0,2.0,12.5,50.0,0.0,Instore,Chicago
2020-04-08,Protein,SlimFast,10.0,1.0,9.99,20.0,79.92,Instore,Chicago
2020-02-05,Weight Loss,PowerFuel,11.0,1.0,9.99,20.0,0.0,Instore,Phoenix
2020-01-08,Protein,SlimFast,0.0,0.0,12.5,0.0,0.0,Online,Houston
2020-07-22,Weight Loss,MuscleMax,11.0,0.0,12.5,0.0,0.0,Online,Los Angeles
2020-01-08,Vitamins,SuperVita,0.0,0.0,15.0,10.0,0.0,Instore,New York
2020-12-16,Vitamins,DreamRest,0.0,1.0,12.5,25.0,0.0,Mobile App,Chicago
2020-03-11,Weight Loss,PowerFuel,11.0,1.0,15.0,20.0,0.0,Mobile App,Los Angeles
2020-01-08,Vitamins,ImmunoPro,7.0,1.0,10.99,10.0,69.23700000000001,Online,Houston
2020-07-08,Energy Drinks,ImmunoPro,15.0,0.0,9.99,10.0,134.865,Online,Houston
2020-02-12,Energy Drinks,DreamRest,5.0,0.0,15.0,0.0,75.0,Online,Chicago
2020-03-18,Energy Drinks,PowerFuel,44.0,1.0,15.0,50.0,330.0,Mobile App,New York
2020-02-12,Weight Loss,DreamRest,11.0,0.0,12.5,20.0,0.0,Instore,Chicago
2020-05-20,Weight Loss,SuperVita,11.0,1.0,9.99,20.0,0.0,Mobile App,Chicago
2020-02-05,Protein,PowerFuel,50.0,2.0,15.0,25.0,562.5,Online,Chicago
2020-11-04,Immunity Boosters,DreamRest,0.0,1.0,9.99,50.0,0.0,Online,Chicago
2020-08-26,Protein,SlimFast,6.0,1.0,12.5,20.0,0.0,Instore,Houston
2020-04-11,Energy Drinks,SuperVita,11.0,2.0,12.5,25.0,0.0,Instore,Los Angeles
2020-01-22,Energy Drinks,PowerFuel,19.0,1.0,12.5,25.0,0.0,Instore,Houston
2020-08-04,Protein,MuscleMax,11.0,1.0,10.99,20.0,0.0,Online,New York
2020-01-22,Sleep Aids,MuscleMax,0.0,0.0,12.5,20.0,0.0,Instore,Los Angeles
2020-04-15,Immunity Boosters,SlimFast,11.0,1.0,12.5,20.0,0.0,Mobile App,Phoenix
2020-07-29,Energy Drinks,SuperVita,0.0,2.0,10.99,10.0,0.0,Online,New York
2020-09-23,Immunity Boosters,PowerFuel,1.0,1.0,9.99,50.0,4.995,Instore,Phoenix
2020-09-09,Sleep Aids,SlimFast,0.0,2.0,10.99,50.0,0.0,Online,Chicago
2020-11-25,Immunity Boosters,SuperVita,15.0,1.0,12.5,50.0,0.0,Online,Chicago
2020-07-29,Sleep Aids,SlimFast,11.0,0.0,15.0,20.0,0.0,Online,Houston
2020-04-29,Vitamins,DreamRest,39.0,0.0,12.5,20.0,390.0,Instore,Los Angeles
2020-01-29,Vitamins,ImmunoPro,0.0,0.0,12.5,20.0,0.0,Online,New York
2020-09-09,Weight Loss,SuperVita,4.0,0.0,15.0,0.0,60.0,Mobile App,Phoenix
2020-06-24,Energy Drinks,SlimFast,47.0,1.0,10.99,20.0,413.224,Online,Los Angeles
2020-08-12,Protein,SuperVita,38.0,1.0,12.5,20.0,0.0,Online,Phoenix
2020-03-11,Weight Loss,MuscleMax,11.0,1.0,12.5,20.0,0.0,Instore,Chicago
2020-12-09,Immunity Boosters,DreamRest,0.0,2.0,15.0,20.0,0.0,Mobile App,Los Angeles
2020-01-15,Sleep Aids,SlimFast,11.0,1.0,12.5,0.0,0.0,Instore,Chicago
2020-02-12,Protein,ImmunoPro,0.0,1.0,10.99,25.0,0.0,Mobile App,Chicago
2020-05-06,Energy Drinks,DreamRest,11.0,0.0,12.5,20.0,0.0,Online,Phoenix
2020-07-29,Weight Loss,PowerFuel,8.0,0.0,15.0,0.0,120.0,Mobile App,Los Angeles
2020-07-01,Sleep Aids,PowerFuel,29.0,1.0,12.5,20.0,0.0,Mobile App,Los Angeles
2020-10-28,Weight Loss,ImmunoPro,11.0,1.0,10.99,20.0,0.0,Instore,New York
2020-03-04,Energy Drinks,SlimFast,11.0,0.0,12.5,25.0,103.125,Online,Los Angeles
2020-06-03,Sleep Aids,SuperVita,0.0,1.0,10.99,25.0,0.0,Online,Houston
2020-06-24,Energy Drinks,DreamRest,39.0,1.0,9.99,0.0,389.61,Mobile App,Chicago
2020-01-15,Weight Loss,PowerFuel,11.0,2.0,12.5,0.0,0.0,Mobile App,Los Angeles
2020-01-22,Energy Drinks,SlimFast,11.0,0.0,12.5,20.0,0.0,Online,Los Angeles
2020-04-29,Protein,MuscleMax,0.0,2.0,9.99,0.0,0.0,Mobile App,Chicago
2020-07-01,Sleep Aids,ImmunoPro,0.0,0.0,9.99,20.0,0.0,Mobile App,Chicago
2020-03-25,Weight Loss,SuperVita,11.0,1.0,15.0,20.0,0.0,Mobile App,Los Angeles
2020-01-01,Immunity Boosters,SlimFast,0.0,2.0,15.0,0.0,0.0,Instore,Chicago
